,index,Track,Artist,Danceability,Energy,Key,Loudness,Mode,Valence,Tempo,Time Signature,Target
788,3736,"Can't Stop, Won't Stop",Young Gunz,0.855,0.788,6,-3.041,0,0.809,99.992,4,1
789,3002,Can't Tell Me Nothing,Kanye West,0.596,0.62,5,-6.133,0,0.102,80.029,4,1
790,2134,Canadian Idiot,"""Weird Al"" Yankovic",0.543,0.697,8,-9.211,1,0.861,185.978,4,1
791,1106,Cancer of the Soul,Bloodbath,0.17,0.986,6,-4.397,1,0.293,84.91,3,0
792,5574,Canción para Mi Muerte,Sui Generis,0.457,0.516,0,-9.805,1,0.495,131.122,4,0
793,4810,Candle (Sick And Tired),The White Tie Affair,0.557,0.874,0,-5.729,1,0.396,139.002,3,1
794,4704,Candy,Slick Shoes,0.524,0.941,7,-4.549,1,0.597,102.434,4,0
795,3185,Candy,Mandy Moore,0.813,0.836,7,-4.23,1,0.677,100.491,4,1
796,2697,Candy Girl - 2006 Remaster,Frankie Valli & The Four Seasons,0.639,0.517,9,-8.142,0,0.722,126.229,4,0
797,5785,Candy Shop,50 Cent Featuring Olivia,0.614,0.574,11,-7.961,1,0.755,125.173,5,1
798,992,Candyman,Christina Aguilera,0.686,0.789,8,-4.713,0,0.72,172.976,4,1
799,2515,Canon Ode 3 - Nativity of Christ - Byzantine/Russian Greek chant,Archangel Voices,0.238,0.0692,4,-25.769,0,0.133,129.087,1,0
800,5738,"Canon Odes 1, 3, 6 - Entrance of the Theotokos - Solovetsk Chant",Archangel Voices,0.201,0.0835,9,-22.76,1,0.107,98.043,1,0
801,1000,"Cantabile in D Major, Op. 17",Niccolò Paganini,0.145,0.149,2,-20.258,1,0.136,69.05,4,0
802,5264,Captain Morgan's Revenge,Alestorm,0.512,0.97,8,-4.596,1,0.353,99.971,4,0
803,2321,Captain Straight Edge,International Superheroes Of Hardcore,0.32,0.934,1,-4.96,1,0.505,125.674,3,0
804,4390,Car Crash Punk,English Dogs,0.163,0.955,6,-5.151,0,0.455,155.738,4,0
805,3474,Caramel,City High Featuring Eve,0.801,0.66,5,-8.267,0,0.295,93.036,4,1
806,3805,Careless Whisper,Seether,0.469,0.943,2,-4.196,1,0.358,134.031,4,1
807,29,Carlene,Phil Vassar,0.587,0.88,4,-5.725,1,0.778,129.222,4,1
808,2224,Carmen saeculare: Part IV: Augur et fulgente decorus arcu (mezzo-soprano),François-André-Danican Philidor,0.401,0.144,5,-18.671,0,0.347,117.272,4,0
809,5110,Carrasco do Metal,Farscape,0.265,0.987,9,-4.678,1,0.275,94.034,4,0
810,3664,Carrion,Parkway Drive,0.228,0.969,6,-4.07,0,0.428,155.212,4,0
811,1740,Carry Out,Timbaland Featuring Justin Timberlake,0.531,0.574,10,-6.693,0,0.272,115.68,5,1
812,4021,Cartouche,Blackmore's Night,0.616,0.599,9,-5.543,0,0.417,129.952,4,0
813,1778,Castles In The Sky,Ian Van Dahl Featuring Marsha,0.578,0.87,0,-6.422,0,0.667,139.992,4,1
814,2282,Cataclysm Children,Dimmu Borgir,0.381,0.987,2,-3.679,1,0.064,89.966,4,0
815,4666,Catch Me,Demi Lovato,0.289,0.292,4,-11.991,1,0.491,185.425,4,1
816,4316,Cater 2 U,Destiny's Child,0.605,0.584,11,-7.043,0,0.464,125.802,4,1
817,3727,Cato As A Pun,of Montreal,0.417,0.85,5,-4.974,0,0.497,200.001,4,0
818,1566,Caught Out There,Kelis,0.848,0.691,7,-6.775,1,0.922,92.996,4,1
819,5503,Caught Up,Usher,0.817,0.806,6,-4.606,1,0.805,110.086,4,1
820,42,Caustic Disco,Velvet Acid Christ,0.564,0.878,7,-6.835,1,0.483,127.046,4,0
821,5838,Cavern,Liquid Liquid,0.681,0.752,7,-10.531,1,0.323,115.405,4,0
822,450,Celebrity,Brad Paisley,0.643,0.837,0,-4.535,1,0.787,123.777,4,1
823,21,Celtic Pride,The Mahones,0.329,0.812,2,-11.48,1,0.4,165.013,4,0
824,3319,Cemetary Gates,Between The Buried And Me,0.304,0.9,6,-6.099,1,0.385,147.637,4,0
825,2635,Ch-Check It Out,Beastie Boys,0.795,0.899,1,-7.02,1,0.694,115.062,4,1
826,240,Cha-Cha Slide,Mr. C The Slide Man,0.854,0.903,11,-6.821,0,0.814,131.02,4,1
827,1653,Chain Hang Low,Jibbs,0.792,0.589,4,-6.869,0,0.778,157.147,4,1
828,1110,Chalice of Agony,Avantasia,0.381,0.976,4,-4.901,1,0.373,156.676,4,0
829,3628,Chalk Line,Strike Anywhere,0.623,0.422,9,-8.954,0,0.459,132.543,4,0
830,2891,Chances,Five For Fighting,0.401,0.802,10,-5.646,1,0.326,163.987,4,1
831,1099,Chand Sifarish,Shaan,0.829,0.665,2,-8.128,1,0.861,122.043,4,0
832,3268,Change,Taylor Swift,0.541,0.77,5,-4.17,1,0.215,96.013,4,1
833,318,Change Clothes,JAY-Z,0.895,0.628,10,-3.79,1,0.34,104.009,4,1
834,2109,Change The Game,"Jay-Z, Beanie Sigel And Memphis Bleek",0.93,0.425,1,-6.242,1,0.482,94.582,4,1
835,2620,Change Your Mind,Sister Hazel,0.428,0.785,0,-4.853,1,0.68,182.352,4,1
836,4037,Chant Lithurgique (Paix Avec Nous),Ensemble des chants et choeurs russes orthodoxes,0.132,0.029,1,-24.654,0,0.0343,74.053,4,0
837,2793,"Chant Lithurgique De La Paix, Pt. 1",Ensemble des chants et choeurs russes orthodoxes,0.165,0.0331,8,-26.428,0,0.067,67.504,5,0
838,3198,Chaos and Brutality,Hirax,0.355,0.963,7,-5.812,1,0.153,109.286,4,0
839,5641,Charade,Nicola Conte,0.631,0.932,7,-7.224,0,0.866,110.226,4,0
840,4910,Charanamulane,Madhu Balakrishnan,0.534,0.625,5,-7.748,1,0.676,113.882,4,0
841,4312,Chariot,Gavin DeGraw,0.281,0.779,7,-5.104,1,0.344,167.172,4,1
842,136,Charity,Synapscape,0.645,0.984,0,-5.013,1,0.0466,132.894,4,0
843,4960,Charlene,Anthony Hamilton,0.556,0.346,0,-9.809,0,0.451,123.869,4,1
844,4132,Charlie Last Name: Wilson,Charlie Wilson,0.653,0.529,7,-6.481,1,0.609,67.03,4,1
845,554,Charlotte Mittnacht (The Fabulous Destiny Of&),DeVotchKa,0.192,0.352,7,-8.045,0,0.387,70.877,4,0
846,2530,Charred Remains - Studio,Autopsy,0.218,0.923,2,-8.261,1,0.272,112.101,3,0
847,274,Chase,The American Dollar,0.422,0.0689,9,-27.438,0,0.0364,129.898,4,0
848,5002,Chasing Cars,Snow Patrol,0.563,0.592,9,-4.571,1,0.136,104.016,4,1
849,3274,Chasing Pavements,Adele,0.621,0.473,5,-6.07,0,0.325,80.027,4,1
850,4274,Cheatin',Sara Evans,0.416,0.615,9,-4.984,1,0.266,157.671,4,1
851,2482,Check My Brain,Alice In Chains,0.44,0.844,10,-3.315,1,0.304,113.989,4,1
852,1597,Check On It,Beyonce Featuring Slim Thug,0.705,0.796,7,-6.845,1,0.864,166.042,4,1
853,5414,Chemicals React,Aly & AJ,0.5,0.889,11,-4.541,1,0.428,132.713,4,1
854,5587,"Chhabeela (From ""Saawariya"")",Monty Sharma,0.661,0.717,8,-7.506,0,0.841,92.903,4,0
855,5203,Chicago Falcon,The Budos Band,0.584,0.949,11,-5.425,0,0.7,100.712,4,0
856,4502,Chicken Fried,Zac Brown Band,0.566,0.713,6,-4.25,1,0.807,169.864,4,1
857,3725,Chicken Noodle Soup.,Webstar & Young B Featuring The Voice Of Harlem,0.648,0.69,7,-6.389,1,0.644,94.84,4,1
858,1195,Chickenhead,Project Pat,0.862,0.746,7,-5.729,1,0.882,156.12,4,1
859,78,Chicks Dig It,Chris Cagle,0.596,0.921,7,-4.987,1,0.703,104.024,4,1
860,2950,Chikon Goalini,Anup Ghoshal,0.697,0.389,0,-14.566,1,0.886,129.878,4,0
861,4574,Child Protective Services Theme Song,Nero's Day At Disneyland,0.723,0.96,1,-1.782,1,0.883,165.864,3,0
862,4076,Children Of The Night - Original Mix,Charly Lownoise & Mental Theo,0.674,0.908,9,-6.808,0,0.588,141.941,4,0
863,5253,Chillaxin' By The Sea,Gramatik,0.713,0.588,11,-4.919,1,0.607,89.995,4,0
864,2442,Chinese Democracy,Guns N' Roses,0.474,0.8,2,-10.472,1,0.156,133.94,4,1
865,4617,Chinese Rocks (7” Version),Johnny Thunders,0.339,0.855,7,-5.808,1,0.495,139.378,4,0
866,4945,Chinese Rocks - Live,Johnny Thunders,0.273,0.966,7,-6.211,1,0.566,142.224,4,0
867,4700,Ching Ching - Live @ O2 World Berlin,Bushido,0.598,0.905,7,-5.806,1,0.71,79.111,4,0
868,1013,Chok-A-Blok Avenue,Barrio Jazz Gang,0.577,0.828,7,-8.568,1,0.619,129.971,4,0
869,4987,Chop Suey,System Of A Down,0.419,0.934,7,-3.908,0,0.286,127.288,4,1
870,4601,Choppa Style,Choppa Featuring Master P,0.896,0.703,11,-6.032,1,0.618,95.059,4,1
871,5522,Chopped 'N' Skrewed,T-Pain Featuring Ludacris,0.558,0.604,7,-7.892,0,0.323,120.159,4,1
872,2405,"Choral setting ""Vater unser"" op. 67",Max Reger,0.0588,0.00183,9,-39.985,0,0.182,67.599,3,0
873,4859,Choraveena,Anil Panachooran,0.664,0.706,0,-5.077,1,0.594,105.003,4,0
874,2058,Chori Chori Chupke Chupke - Chori Chori Chupke Chupke / Soundtrack Version,Alka Yagnik,0.585,0.802,9,-4.364,0,0.496,95.0,4,0
875,2565,Chosen Paradize - Whos You Daddy?,Chosen Few,0.554,0.81,7,-5.277,1,0.174,180.011,4,0
876,509,Chris Rock,Trulz & Robin,0.814,0.696,10,-9.231,0,0.272,122.026,4,0
877,4350,Christian Metal Realm,Pastor Brad,0.379,0.64,5,-9.963,1,0.353,160.079,4,0
878,5648,Christmas Eve / Sarajevo 12/24 - Instrumental,Trans-Siberian Orchestra,0.292,0.567,4,-9.487,0,0.156,186.405,3,0
879,4216,Christmas Jam,Trans-Siberian Orchestra,0.404,0.755,9,-2.981,1,0.374,99.98,4,0
880,3261,Chrome,Trace Adkins,0.474,0.924,9,-3.923,1,0.774,179.746,4,1
881,2387,Chura Liya Hai Tum Ne (You've Stolen My Heart),Kronos Quartet,0.566,0.398,2,-9.616,0,0.498,153.794,4,0
882,2831,Church on White,Stephen Malkmus,0.387,0.534,1,-9.628,1,0.348,157.532,3,0
883,5699,Ciel errant,Alcest,0.171,0.645,8,-7.409,1,0.161,85.991,4,0
884,3878,Cielos Que Lloran,INSITE,0.45,0.958,0,-4.764,0,0.296,95.089,4,0
885,5708,Cindy Electronium,Raymond Scott,0.553,0.467,10,-13.531,1,0.913,199.432,3,0
886,1165,Circle,Marques Houston,0.676,0.662,1,-6.438,1,0.464,127.997,4,1
887,548,Circus,Britney Spears,0.791,0.733,6,-5.215,0,0.761,114.98,4,1
888,1742,City Guy,Rishi Rich,0.665,0.811,9,-6.696,0,0.896,76.987,4,0
889,2895,Civilizing People,Nero's Day At Disneyland,0.767,0.955,10,-3.822,0,0.708,99.79,4,0
890,2865,Clamavi,Arne Nordheim,0.167,0.0135,2,-29.909,1,0.0362,87.284,4,0
891,4883,Clap Back,Ja Rule,0.64,0.786,1,-5.596,0,0.699,96.675,4,1
892,2769,Class Reunion (That Used To Be Us),Lonestar,0.589,0.872,7,-2.626,1,0.524,116.986,4,1
893,4439,Classical Instrumental: Bho Sambo - genre: Sax; Raga: Revathi,Prasant Radhakrishnan,0.478,0.544,3,-11.376,1,0.738,175.736,4,0
894,1893,Classical Instrumental: Dhasanamathi - Veena :Raga: Nandanamakriya,Nirmala Rajasekar,0.492,0.338,9,-16.487,1,0.467,168.774,4,0
895,2869,Classical Instrumental: Himadrisuthe - Violin; Raga: Kalyani,Kunnakudi Vaidyanathan,0.481,0.49,11,-12.531,1,0.473,95.668,4,0
896,241,Classical Instrumental: Merry Go Round - Raga: Fusion,Kadri Gopalnath,0.722,0.686,6,-13.659,1,0.962,119.88,4,0
897,3611,Classical Instrumental: Nadhaloludai - genre: Sax; Raga: Kalyanavasantham,Prasant Radhakrishnan,0.366,0.492,6,-11.022,1,0.435,179.405,4,0
898,4250,Classical Instrumental: Siva Siva - Raga: Pantuvarali,Kunnakudi Vaidyanathan,0.49,0.568,11,-12.465,1,0.478,106.118,4,0
899,3397,Cleanin' Out My Closet,Eminem,0.908,0.758,9,-4.753,0,0.87,148.015,4,1
900,416,Cleaning This Gun (Come On In Boy),Rodney Atkins,0.514,0.798,2,-3.669,1,0.677,145.995,4,1
901,2705,Cleansing,Wolves In The Throne Room,0.101,0.754,0,-7.874,1,0.0469,158.422,4,0
902,5415,Clint Eastwood,Gorillaz,0.663,0.694,10,-8.627,0,0.524,167.964,4,1
903,4518,Clocks,Coldplay,0.577,0.749,5,-7.215,0,0.261,130.969,4,1
904,3063,Closer,Cor Veleno,0.724,0.918,6,-3.901,1,0.867,155.937,4,0
905,1449,Closer,Joe Inoue,0.369,0.868,11,-4.81,1,0.76,166.021,4,0
906,5394,Closer,Travis,0.538,0.581,5,-7.816,1,0.269,108.108,4,0
907,2320,Closer,Ne-Yo,0.711,0.753,4,-6.461,0,0.588,126.051,4,1
908,366,Closer To Love,Mat Kearney,0.641,0.601,0,-8.51,1,0.553,104.984,4,1
909,142,Closet Punk,D.R.I.,0.455,0.988,3,-3.075,0,0.484,98.85,4,0
910,504,Clothes Off!!,Gym Class Heroes,0.761,0.69,11,-5.56,1,0.742,114.987,4,1
911,3272,Cloud Dancer,Solomun,0.811,0.726,1,-7.883,0,0.311,124.005,4,0
912,2,Clouds Of Dementia,Candlemass,0.162,0.836,9,-3.009,1,0.3,86.964,4,0
913,3776,Clouds of Dementia,Candlemass,0.162,0.836,9,-3.009,1,0.3,86.964,4,0
914,294,Cloudwalker,Horse The Band,0.303,0.934,2,-5.379,1,0.114,132.744,4,0
915,2310,Clubbin,Marques Houston Featuring Joe Budden & Pied Piper,0.575,0.496,4,-6.716,0,0.288,103.49,3,1
916,4791,Clumsy,Fergie,0.731,0.563,2,-4.046,1,0.452,184.009,4,1
917,4613,Cochise,Audioslave,0.452,0.873,9,-4.867,1,0.433,80.473,4,1
918,5504,Codine,The Litter,0.307,0.559,9,-9.462,1,0.447,150.684,3,0
919,5303,Coin Operated Boy - Shuffle Mix Edit,Hands Up Squad,0.661,0.932,9,-5.899,1,0.529,140.003,4,0
920,4309,Cold,Crossfade,0.451,0.815,2,-5.55,0,0.618,147.974,4,1
921,4550,Cold Day In July,Dixie Chicks,0.574,0.368,7,-10.644,1,0.296,129.457,4,1
922,2215,Cold Hard Bitch,Jet,0.458,0.895,2,-3.972,1,0.357,130.327,4,1
923,665,"Collage #1 (""Blue Suede"")",James Tenney,0.31,0.707,11,-12.054,1,0.37,56.028,4,0
924,2028,Collagen Rock,Mclusky,0.548,0.959,11,-7.162,1,0.56,124.039,4,0
925,882,Collagen Rock (demo),Mclusky,0.512,0.982,11,-5.101,1,0.127,120.574,4,0
926,901,Collapse,XE-NONE,0.359,0.926,6,-2.564,0,0.326,160.038,4,0
927,3241,Collapse Of The Wave Function,Schloss Tegal,0.162,0.98,1,-9.488,1,0.0193,129.706,3,0
928,1837,Collide,Howie Day,0.636,0.625,11,-7.895,1,0.342,93.931,4,1
929,1217,Colt 45,Metal Boys,0.488,0.663,11,-11.831,1,0.679,111.431,4,0
930,4804,Coma Divine,Final Breath,0.327,0.968,2,-2.146,1,0.127,111.172,4,0
931,3637,Combat Baby,Metric,0.649,0.914,9,-6.199,1,0.739,139.125,4,0
932,3296,Combat Rock,Sleater-Kinney,0.458,0.883,1,-3.88,0,0.714,99.165,4,0
933,124,Come A Little Closer,Dierks Bentley,0.585,0.577,5,-5.752,1,0.335,80.02,4,1
934,4530,Come Around,Collie Buddz,0.497,0.786,1,-6.05,0,0.736,152.982,4,0
935,3995,Come Back To Me,Vanessa Hudgens,0.65,0.868,5,-3.988,1,0.71,87.961,4,1
936,3324,Come Back To Me,David Cook,0.476,0.895,4,-4.857,1,0.632,108.087,4,1
937,1354,Come Clean,Hilary Duff,0.577,0.892,8,-5.121,0,0.454,118.096,4,1
938,3496,Come Home Soon,SHeDAISY,0.433,0.417,10,-6.907,1,0.264,91.724,4,1
939,4005,Come Into My World,Kylie Minogue,0.603,0.835,3,-7.303,0,0.822,124.994,4,1
940,2575,Come On Get Higher,Matt Nathanson,0.672,0.623,9,-5.699,1,0.617,92.018,4,1
941,4036,Come On Let's Go,Broadcast,0.576,0.675,2,-9.088,1,0.366,114.863,4,0
942,2855,Come On Over,Jessica Simpson,0.675,0.859,11,-2.57,1,0.556,110.037,4,1
943,354,Come On Over Baby (All I Want Is You),Christina Aguilera,0.829,0.915,8,-3.205,1,0.779,118.903,4,1
944,4544,Come Over,Aaliyah,0.68,0.687,0,-8.44,0,0.317,102.999,4,1
945,5604,Come To Me,Diddy Featuring Nicole Scherzinger,0.819,0.485,6,-6.45,0,0.386,96.998,4,1
946,3073,Come With Me,Deviates,0.477,0.989,2,-3.677,1,0.621,86.302,4,0
947,2108,"Come out, Come Down, Fade out, Be Gone - Metal Overdrive Remix",120 Days,0.59,0.84,2,-9.406,1,0.761,119.361,4,0
948,4412,Comin' To Your City,Big & Rich,0.559,0.944,9,-1.422,0,0.66,99.027,4,1
949,3194,Coming Back Around - Domu Re-Beat Mix,Domu,0.364,0.866,1,-6.798,1,0.963,189.091,3,0
950,59,Coming Back Around - Domu Re-Beat Mix,Domu,0.364,0.866,1,-6.798,1,0.963,189.091,3,0
951,5655,Coming Undone,Korn,0.687,0.677,2,-4.172,1,0.546,75.052,4,1
952,3573,Commando,Metal Boys,0.239,0.455,11,-11.435,1,0.0705,78.288,4,0
953,585,Complicated,Avril Lavigne,0.585,0.776,5,-5.898,1,0.427,77.987,4,1
954,2538,Composed Improvisation,John Cage,0.264,0.0015,1,-31.256,1,0.116,70.174,4,0
955,5234,"Comptine d'un autre été, l'après-midi",Yann Tiersen,0.484,0.192,2,-15.378,1,0.0559,100.084,4,0
956,1894,Conceited (There's Something About Remy),Remy Ma,0.704,0.571,11,-7.786,1,0.582,123.855,5,1
957,4328,"Concerto No. 1 in F Minor for Clarinet and Orchestra, Op. 73: I. Allegro",Carl Maria von Weber,0.334,0.0782,5,-20.088,0,0.102,116.988,3,0
958,4343,"Concerto in A Minor for Piano and Orchestra, Op. 54: I. Allegro affetuoso",Robert Schumann,0.159,0.0457,9,-25.079,0,0.0617,83.529,4,0
959,3657,Concrete Angel,Martina McBride,0.622,0.392,1,-9.737,1,0.274,77.991,4,1
960,1595,Concrete Waves,Parts & Labor,0.254,0.786,7,-4.252,1,0.111,110.339,4,0
961,568,Concubine,Converge,0.206,0.968,9,-3.648,0,0.187,168.116,4,0
962,2512,Condemned To The Gallows (To The Death - Metal Massacre 5 Sessions),Voivod,0.143,0.872,3,-7.295,1,0.214,143.924,4,0
963,518,Condemning Race,Ryan's Hope,0.412,0.934,3,-4.202,1,0.534,139.79,4,0
964,2536,Coney Island,Good Old War,0.619,0.741,5,-7.186,1,0.923,99.475,4,0
965,5468,Confessions Of A Broken Heart (Daughter To Father),Lindsay Lohan,0.574,0.721,8,-4.312,0,0.159,120.033,4,1
966,2062,Confessions Part II,Usher,0.845,0.467,1,-7.674,1,0.702,138.007,4,1
967,2874,Constant Like the Northern Star,Desiderii Marginis,0.192,0.44,4,-10.735,0,0.0494,151.715,4,0
968,4210,Constant Surprises,Little Dragon,0.68,0.613,1,-5.959,1,0.623,58.099,4,0
969,3649,Constitutional Masturbation,Job For A Cowboy,0.377,0.981,6,-5.133,0,0.0573,113.156,3,0
970,2084,Contagious,The Isley Brothers Featuring Ronald Isley,0.709,0.449,4,-7.251,0,0.204,113.023,4,1
971,4383,Contra La Pared,Muro,0.491,0.91,5,-9.26,0,0.3,139.96,4,0
972,5163,Control,Puddle Of Mudd,0.444,0.913,6,-3.452,1,0.569,163.689,4,1
973,3872,Control Myself,LL Cool J Featuring Jennifer Lopez,0.825,0.876,10,-6.556,0,0.48,120.066,4,1
974,5017,Convalescence,Darkest Hour,0.24,0.936,2,-6.532,1,0.271,150.019,4,0
975,4631,Cookie Jar,Gym Class Heroes Featuring The-Dream,0.687,0.668,5,-4.061,1,0.418,113.053,4,1
976,4327,Cool,Gwen Stefani,0.711,0.72,2,-3.919,1,0.81,112.017,4,1
977,289,Corazón De Metal,Muro,0.539,0.827,7,-8.409,1,0.476,114.993,4,0
978,922,"Corinne, Corinna",Larz-Kristerz,0.563,0.704,7,-5.451,1,0.587,116.072,4,0
979,4485,Corona And Lime,Shwayze,0.862,0.763,7,-4.821,1,0.893,99.998,4,1
980,284,Corporeal,Broadcast,0.631,0.609,2,-9.803,1,0.267,124.983,4,0
981,3042,Cosmic Melody,Mark Farina,0.84,0.521,8,-8.47,1,0.707,129.539,4,0
982,2731,Could I Have This Kiss Forever,Whitney Houston & Enrique Iglesias,0.505,0.876,10,-6.107,0,0.443,93.841,4,1
983,675,Could It Be,Jaheim,0.655,0.553,9,-6.854,0,0.531,70.033,4,1
984,3359,Couldn't Last A Moment,Collin Raye,0.703,0.659,4,-7.395,1,0.665,96.735,4,1
985,5740,Count In Fives,The Horrors,0.253,0.915,7,-5.183,1,0.421,160.96,4,0
986,3477,Country Boy,Alan Jackson,0.73,0.684,9,-10.803,1,0.564,139.037,4,1
987,1542,Country Comes To Town,Toby Keith,0.697,0.928,9,-4.173,1,0.722,123.785,4,1
988,3129,Country Man,Luke Bryan,0.739,0.836,4,-4.433,1,0.858,120.001,4,1
989,1187,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,0.424,0.661,2,-5.547,1,0.384,111.762,4,1
990,3778,Courtin' In The Kitchen,Beatnik Turtle,0.356,0.839,7,-7.372,1,0.944,167.13,4,0
991,5402,Cowboy Casanova,Carrie Underwood,0.597,0.82,5,-2.529,1,0.576,119.969,4,1
992,2114,Cowboy Take Me Away,Dixie Chicks,0.467,0.622,6,-7.255,1,0.455,164.418,4,1
993,365,Cowboys Like Us,George Strait,0.462,0.549,0,-6.224,1,0.261,127.98,3,1
994,1235,Cowgirls Don't Cry,Brooks & Dunn Featuring Reba McEntire,0.656,0.668,9,-5.251,1,0.617,114.905,4,1
995,5490,Crack A Bottle,"Eminem, Dr. Dre & 50 Cent",0.516,0.874,9,-2.571,1,0.391,169.561,3,1
996,1963,Cracked Brain,Destruction,0.313,0.995,2,-3.373,1,0.709,198.017,4,0
997,1295,Crank That (Soulja Boy),Soulja Boy Tell'em,0.736,0.74,0,-2.18,1,0.803,140.141,4,1
998,2279,Crash,Gwen Stefani,0.785,0.929,9,-1.635,1,0.93,126.23,4,1
999,2425,Crash And Burn,Savage Garden,0.581,0.607,4,-8.458,1,0.213,102.03,4,1
1000,3425,Crawl,Chris Brown,0.41,0.743,5,-6.356,0,0.417,176.048,4,1
1001,2302,Crawl Back,Veil Of Maya,0.431,0.829,6,-6.059,1,0.29,117.52,4,0
1002,2061,Crawling,Linkin Park,0.58,0.702,4,-5.565,1,0.299,105.076,4,1
1003,1193,Crawling In The Dark,Hoobastank,0.57,0.915,6,-4.802,0,0.676,93.54,4,1
1004,3601,Crawling Through Knives,In Flames,0.409,0.985,10,-3.756,0,0.0422,105.077,4,0
1005,5686,Crazier,Taylor Swift,0.452,0.544,4,-5.423,1,0.158,133.042,3,1
1006,974,Crazy,Gnarls Barkley,0.835,0.741,8,-1.609,1,0.612,111.963,4,1
1007,2281,Crazy,Javier,0.678,0.783,7,-4.855,0,0.645,90.47,4,1
1008,3886,Crazy,K-Ci & JoJo,0.677,0.647,0,-4.398,1,0.461,116.126,4,1
1009,1312,Crazy Bitch,Buckcherry,0.661,0.978,1,-3.064,0,0.592,98.019,4,1
1010,3652,Crazy For This Girl,Evan And Jaron,0.457,0.926,0,-5.461,1,0.41,93.964,4,1
1011,1387,Crazy Night(Remaster Version),LOUDNESS,0.499,0.933,9,-5.064,0,0.704,136.921,4,0
1012,4531,Creation Of Death,Shade Empire,0.288,0.979,5,-2.24,1,0.201,176.248,4,0
1013,940,Creature Feature,Satan's Pilgrims,0.474,0.777,4,-6.946,1,0.448,133.13,4,0
1014,4853,Creepy Crawler,Zombie Girl,0.606,0.967,5,-3.508,1,0.762,129.994,4,0
1015,371,Creo,Esenia,0.207,0.777,10,-3.434,1,0.162,136.855,4,0
1016,1297,Cripplegate (Standing On Glass),Wovenhand,0.625,0.471,0,-8.566,0,0.199,119.981,4,0
1017,3083,Cristina,Tex Tex,0.682,0.908,5,-6.719,0,0.961,147.331,4,0
1018,3822,Cross And Evil Woman Blues,Rev. Gary Davis,0.586,0.0976,4,-17.64,1,0.841,146.461,3,0
1019,5714,Cross The Border,Philly's Most Wanted,0.684,0.839,8,-2.59,1,0.786,91.136,4,1
1020,5679,"Crossings: The Ascent, String Quartet No. 4, Amazing Grace",Ben Johnston,0.15,0.35,7,-11.579,1,0.193,73.019,4,0
1021,2507,Crowded,Jeannie Ortega Featuring Papoose,0.821,0.82,1,-1.562,1,0.564,94.05,4,1
1022,5757,Crusaders,Harry Gregson-Williams,0.443,0.173,5,-21.11,0,0.0348,118.147,4,0
1023,3439,Crusaders' Anthem,Dream Evil,0.377,0.856,0,-3.696,1,0.461,85.8,4,0
1024,4399,Crush,Joan Red,0.247,0.844,1,-6.664,0,0.293,128.826,4,0
1025,41,Crush,David Archuleta,0.57,0.664,0,-4.718,0,0.487,162.084,4,1
1026,2674,Crush Tonight,Fat Joe Featuring Ginuwine,0.598,0.711,3,-5.373,0,0.87,91.627,4,1
1027,5403,Cry,Faith Hill,0.512,0.645,8,-5.631,1,0.283,111.015,3,1
1028,3855,Cry (Beach House Mix),Afterlife,0.653,0.918,11,-7.913,0,0.721,125.003,4,0
1029,1111,Cry For You,September,0.776,0.878,9,-3.377,1,0.96,130.022,4,1
1030,5765,Cry Me A River,Justin Timberlake,0.624,0.653,8,-6.582,0,0.565,73.884,4,1
1031,3626,Crybaby,Mariah Carey Featuring Snoop Dogg,0.583,0.578,2,-5.183,0,0.624,79.088,4,1
1032,2918,Cryin' For Me (Wayman's Song),Toby Keith,0.51,0.398,8,-7.685,0,0.261,156.08,4,1
1033,1605,Crying Out For Me,Mario,0.509,0.72,1,-6.935,1,0.505,130.063,4,1
1034,1587,Crystal Coral,Michel Redolfi,0.331,0.436,2,-29.511,1,0.0371,115.329,5,0
1035,1942,Cu Cu Ru Cu Cu Paloma,Andre Toussaint,0.52,0.118,7,-14.491,1,0.469,116.674,3,0
1036,3580,Cuddy Buddy,Mike Jones Featuring Trey Songz & Twista,0.463,0.79,6,-4.341,0,0.69,140.063,4,1
1037,5143,Culo,Pitbull Featuring Lil Jon,0.858,0.656,6,-4.96,0,0.969,59.972,4,1
1038,5831,Cupid Shuffle,Cupid,0.785,0.582,5,-4.877,0,0.861,71.774,4,1
1039,1754,Cupid's Chokehold/Breakfast In America,Gym Class Heroes Featuring Patrick Stump,0.72,0.744,1,-6.938,0,0.619,78.953,4,1
1040,5209,Curse The Gods,Destruction,0.295,0.991,2,-3.082,1,0.469,100.939,4,0
1041,5673,Cursing Akhenaten,After The Burial,0.48,0.97,1,-4.21,1,0.0548,160.033,4,0
1042,462,Customer,Raheem DeVaughn,0.635,0.518,1,-7.131,1,0.513,124.044,4,1
1043,5145,Cut It Upwards,Kelpe,0.634,0.573,10,-9.819,1,0.126,113.999,4,0
1044,4194,Cutsman,Horse The Band,0.283,0.913,9,-4.655,1,0.129,70.512,4,0
1045,3799,Cyclone,Baby Bash Featuring T-Pain,0.644,0.725,11,-4.622,1,0.584,77.977,4,1
1046,3100,Cyclops Rock,They Might Be Giants,0.432,0.859,0,-4.825,1,0.538,145.188,4,0
1047,4117,D.A.N.C.E,Justice,0.613,0.962,6,-5.07,0,0.496,113.015,4,0
