index,Track,Artist,Danceability,Energy,Key,Loudness,Mode,Valence,Tempo,Time Signature,Target
1013,Chok-A-Blok Avenue,Barrio Jazz Gang,0.577,0.828,7,-8.568,1,0.619,129.971,4,0
4987,Chop Suey,System Of A Down,0.419,0.934,7,-3.908,0,0.286,127.288,4,1
4601,Choppa Style,Choppa Featuring Master P,0.896,0.703,11,-6.032,1,0.618,95.059,4,1
5522,Chopped 'N' Skrewed,T-Pain Featuring Ludacris,0.558,0.604,7,-7.892,0,0.323,120.159,4,1
2405,"Choral setting ""Vater unser"" op. 67",Max Reger,0.0588,0.00183,9,-39.985,0,0.182,67.599,3,0
4859,Choraveena,Anil Panachooran,0.664,0.706,0,-5.077,1,0.594,105.003,4,0
2058,Chori Chori Chupke Chupke - Chori Chori Chupke Chupke / Soundtrack Version,Alka Yagnik,0.585,0.802,9,-4.364,0,0.496,95.0,4,0
2565,Chosen Paradize - Whos You Daddy?,Chosen Few,0.554,0.81,7,-5.277,1,0.174,180.011,4,0
509,Chris Rock,Trulz & Robin,0.814,0.696,10,-9.231,0,0.272,122.026,4,0
4350,Christian Metal Realm,Pastor Brad,0.379,0.64,5,-9.963,1,0.353,160.079,4,0
5648,Christmas Eve / Sarajevo 12/24 - Instrumental,Trans-Siberian Orchestra,0.292,0.567,4,-9.487,0,0.156,186.405,3,0
4216,Christmas Jam,Trans-Siberian Orchestra,0.404,0.755,9,-2.981,1,0.374,99.98,4,0
3261,Chrome,Trace Adkins,0.474,0.924,9,-3.923,1,0.774,179.746,4,1
2387,Chura Liya Hai Tum Ne (You've Stolen My Heart),Kronos Quartet,0.566,0.398,2,-9.616,0,0.498,153.794,4,0
2831,Church on White,Stephen Malkmus,0.387,0.534,1,-9.628,1,0.348,157.532,3,0
5699,Ciel errant,Alcest,0.171,0.645,8,-7.409,1,0.161,85.991,4,0
3878,Cielos Que Lloran,INSITE,0.45,0.958,0,-4.764,0,0.296,95.089,4,0
5708,Cindy Electronium,Raymond Scott,0.553,0.467,10,-13.531,1,0.913,199.432,3,0
1165,Circle,Marques Houston,0.676,0.662,1,-6.438,1,0.464,127.997,4,1
548,Circus,Britney Spears,0.791,0.733,6,-5.215,0,0.761,114.98,4,1
1742,City Guy,Rishi Rich,0.665,0.811,9,-6.696,0,0.896,76.987,4,0
2895,Civilizing People,Nero's Day At Disneyland,0.767,0.955,10,-3.822,0,0.708,99.79,4,0
2865,Clamavi,Arne Nordheim,0.167,0.0135,2,-29.909,1,0.0362,87.284,4,0
4883,Clap Back,Ja Rule,0.64,0.786,1,-5.596,0,0.699,96.675,4,1
2769,Class Reunion (That Used To Be Us),Lonestar,0.589,0.872,7,-2.626,1,0.524,116.986,4,1
4439,Classical Instrumental: Bho Sambo - genre: Sax; Raga: Revathi,Prasant Radhakrishnan,0.478,0.544,3,-11.376,1,0.738,175.736,4,0
1893,Classical Instrumental: Dhasanamathi - Veena :Raga: Nandanamakriya,Nirmala Rajasekar,0.492,0.338,9,-16.487,1,0.467,168.774,4,0
2869,Classical Instrumental: Himadrisuthe - Violin; Raga: Kalyani,Kunnakudi Vaidyanathan,0.481,0.49,11,-12.531,1,0.473,95.668,4,0
241,Classical Instrumental: Merry Go Round - Raga: Fusion,Kadri Gopalnath,0.722,0.686,6,-13.659,1,0.962,119.88,4,0
3611,Classical Instrumental: Nadhaloludai - genre: Sax; Raga: Kalyanavasantham,Prasant Radhakrishnan,0.366,0.492,6,-11.022,1,0.435,179.405,4,0
4250,Classical Instrumental: Siva Siva - Raga: Pantuvarali,Kunnakudi Vaidyanathan,0.49,0.568,11,-12.465,1,0.478,106.118,4,0
3397,Cleanin' Out My Closet,Eminem,0.908,0.758,9,-4.753,0,0.87,148.015,4,1
416,Cleaning This Gun (Come On In Boy),Rodney Atkins,0.514,0.798,2,-3.669,1,0.677,145.995,4,1
2705,Cleansing,Wolves In The Throne Room,0.101,0.754,0,-7.874,1,0.0469,158.422,4,0
5415,Clint Eastwood,Gorillaz,0.663,0.694,10,-8.627,0,0.524,167.964,4,1
4518,Clocks,Coldplay,0.577,0.749,5,-7.215,0,0.261,130.969,4,1
3063,Closer,Cor Veleno,0.724,0.918,6,-3.901,1,0.867,155.937,4,0
1449,Closer,Joe Inoue,0.369,0.868,11,-4.81,1,0.76,166.021,4,0
5394,Closer,Travis,0.538,0.581,5,-7.816,1,0.269,108.108,4,0
2320,Closer,Ne-Yo,0.711,0.753,4,-6.461,0,0.588,126.051,4,1
366,Closer To Love,Mat Kearney,0.641,0.601,0,-8.51,1,0.553,104.984,4,1
142,Closet Punk,D.R.I.,0.455,0.988,3,-3.075,0,0.484,98.85,4,0
504,Clothes Off!!,Gym Class Heroes,0.761,0.69,11,-5.56,1,0.742,114.987,4,1
3272,Cloud Dancer,Solomun,0.811,0.726,1,-7.883,0,0.311,124.005,4,0
2,Clouds Of Dementia,Candlemass,0.162,0.836,9,-3.009,1,0.3,86.964,4,0
3776,Clouds of Dementia,Candlemass,0.162,0.836,9,-3.009,1,0.3,86.964,4,0
294,Cloudwalker,Horse The Band,0.303,0.934,2,-5.379,1,0.114,132.744,4,0
2310,Clubbin,Marques Houston Featuring Joe Budden & Pied Piper,0.575,0.496,4,-6.716,0,0.288,103.49,3,1
4791,Clumsy,Fergie,0.731,0.563,2,-4.046,1,0.452,184.009,4,1
4613,Cochise,Audioslave,0.452,0.873,9,-4.867,1,0.433,80.473,4,1
5504,Codine,The Litter,0.307,0.559,9,-9.462,1,0.447,150.684,3,0
5303,Coin Operated Boy - Shuffle Mix Edit,Hands Up Squad,0.661,0.932,9,-5.899,1,0.529,140.003,4,0
4309,Cold,Crossfade,0.451,0.815,2,-5.55,0,0.618,147.974,4,1
4550,Cold Day In July,Dixie Chicks,0.574,0.368,7,-10.644,1,0.296,129.457,4,1
2215,Cold Hard Bitch,Jet,0.458,0.895,2,-3.972,1,0.357,130.327,4,1
665,"Collage #1 (""Blue Suede"")",James Tenney,0.31,0.707,11,-12.054,1,0.37,56.028,4,0
2028,Collagen Rock,Mclusky,0.548,0.959,11,-7.162,1,0.56,124.039,4,0
882,Collagen Rock (demo),Mclusky,0.512,0.982,11,-5.101,1,0.127,120.574,4,0
901,Collapse,XE-NONE,0.359,0.926,6,-2.564,0,0.326,160.038,4,0
3241,Collapse Of The Wave Function,Schloss Tegal,0.162,0.98,1,-9.488,1,0.0193,129.706,3,0
1837,Collide,Howie Day,0.636,0.625,11,-7.895,1,0.342,93.931,4,1
1217,Colt 45,Metal Boys,0.488,0.663,11,-11.831,1,0.679,111.431,4,0
4804,Coma Divine,Final Breath,0.327,0.968,2,-2.146,1,0.127,111.172,4,0
3637,Combat Baby,Metric,0.649,0.914,9,-6.199,1,0.739,139.125,4,0
3296,Combat Rock,Sleater-Kinney,0.458,0.883,1,-3.88,0,0.714,99.165,4,0
124,Come A Little Closer,Dierks Bentley,0.585,0.577,5,-5.752,1,0.335,80.02,4,1
4530,Come Around,Collie Buddz,0.497,0.786,1,-6.05,0,0.736,152.982,4,0
3995,Come Back To Me,Vanessa Hudgens,0.65,0.868,5,-3.988,1,0.71,87.961,4,1
3324,Come Back To Me,David Cook,0.476,0.895,4,-4.857,1,0.632,108.087,4,1
1354,Come Clean,Hilary Duff,0.577,0.892,8,-5.121,0,0.454,118.096,4,1
3496,Come Home Soon,SHeDAISY,0.433,0.417,10,-6.907,1,0.264,91.724,4,1
4005,Come Into My World,Kylie Minogue,0.603,0.835,3,-7.303,0,0.822,124.994,4,1
2575,Come On Get Higher,Matt Nathanson,0.672,0.623,9,-5.699,1,0.617,92.018,4,1
4036,Come On Let's Go,Broadcast,0.576,0.675,2,-9.088,1,0.366,114.863,4,0
2855,Come On Over,Jessica Simpson,0.675,0.859,11,-2.57,1,0.556,110.037,4,1
354,Come On Over Baby (All I Want Is You),Christina Aguilera,0.829,0.915,8,-3.205,1,0.779,118.903,4,1
4544,Come Over,Aaliyah,0.68,0.687,0,-8.44,0,0.317,102.999,4,1
5604,Come To Me,Diddy Featuring Nicole Scherzinger,0.819,0.485,6,-6.45,0,0.386,96.998,4,1
3073,Come With Me,Deviates,0.477,0.989,2,-3.677,1,0.621,86.302,4,0
2108,"Come out, Come Down, Fade out, Be Gone - Metal Overdrive Remix",120 Days,0.59,0.84,2,-9.406,1,0.761,119.361,4,0
4412,Comin' To Your City,Big & Rich,0.559,0.944,9,-1.422,0,0.66,99.027,4,1
3194,Coming Back Around - Domu Re-Beat Mix,Domu,0.364,0.866,1,-6.798,1,0.963,189.091,3,0
59,Coming Back Around - Domu Re-Beat Mix,Domu,0.364,0.866,1,-6.798,1,0.963,189.091,3,0
5655,Coming Undone,Korn,0.687,0.677,2,-4.172,1,0.546,75.052,4,1
3573,Commando,Metal Boys,0.239,0.455,11,-11.435,1,0.0705,78.288,4,0
585,Complicated,Avril Lavigne,0.585,0.776,5,-5.898,1,0.427,77.987,4,1
2538,Composed Improvisation,John Cage,0.264,0.0015,1,-31.256,1,0.116,70.174,4,0
5234,"Comptine d'un autre été, l'après-midi",Yann Tiersen,0.484,0.192,2,-15.378,1,0.0559,100.084,4,0
1894,Conceited (There's Something About Remy),Remy Ma,0.704,0.571,11,-7.786,1,0.582,123.855,5,1
4328,"Concerto No. 1 in F Minor for Clarinet and Orchestra, Op. 73: I. Allegro",Carl Maria von Weber,0.334,0.0782,5,-20.088,0,0.102,116.988,3,0
4343,"Concerto in A Minor for Piano and Orchestra, Op. 54: I. Allegro affetuoso",Robert Schumann,0.159,0.0457,9,-25.079,0,0.0617,83.529,4,0
3657,Concrete Angel,Martina McBride,0.622,0.392,1,-9.737,1,0.274,77.991,4,1
1595,Concrete Waves,Parts & Labor,0.254,0.786,7,-4.252,1,0.111,110.339,4,0
568,Concubine,Converge,0.206,0.968,9,-3.648,0,0.187,168.116,4,0
2512,Condemned To The Gallows (To The Death - Metal Massacre 5 Sessions),Voivod,0.143,0.872,3,-7.295,1,0.214,143.924,4,0
518,Condemning Race,Ryan's Hope,0.412,0.934,3,-4.202,1,0.534,139.79,4,0
2536,Coney Island,Good Old War,0.619,0.741,5,-7.186,1,0.923,99.475,4,0
5468,Confessions Of A Broken Heart (Daughter To Father),Lindsay Lohan,0.574,0.721,8,-4.312,0,0.159,120.033,4,1
2062,Confessions Part II,Usher,0.845,0.467,1,-7.674,1,0.702,138.007,4,1
2874,Constant Like the Northern Star,Desiderii Marginis,0.192,0.44,4,-10.735,0,0.0494,151.715,4,0
4210,Constant Surprises,Little Dragon,0.68,0.613,1,-5.959,1,0.623,58.099,4,0
3649,Constitutional Masturbation,Job For A Cowboy,0.377,0.981,6,-5.133,0,0.0573,113.156,3,0
2084,Contagious,The Isley Brothers Featuring Ronald Isley,0.709,0.449,4,-7.251,0,0.204,113.023,4,1
4383,Contra La Pared,Muro,0.491,0.91,5,-9.26,0,0.3,139.96,4,0
5163,Control,Puddle Of Mudd,0.444,0.913,6,-3.452,1,0.569,163.689,4,1
3872,Control Myself,LL Cool J Featuring Jennifer Lopez,0.825,0.876,10,-6.556,0,0.48,120.066,4,1
5017,Convalescence,Darkest Hour,0.24,0.936,2,-6.532,1,0.271,150.019,4,0
4631,Cookie Jar,Gym Class Heroes Featuring The-Dream,0.687,0.668,5,-4.061,1,0.418,113.053,4,1
4327,Cool,Gwen Stefani,0.711,0.72,2,-3.919,1,0.81,112.017,4,1
289,Corazón De Metal,Muro,0.539,0.827,7,-8.409,1,0.476,114.993,4,0
922,"Corinne, Corinna",Larz-Kristerz,0.563,0.704,7,-5.451,1,0.587,116.072,4,0
4485,Corona And Lime,Shwayze,0.862,0.763,7,-4.821,1,0.893,99.998,4,1
284,Corporeal,Broadcast,0.631,0.609,2,-9.803,1,0.267,124.983,4,0
3042,Cosmic Melody,Mark Farina,0.84,0.521,8,-8.47,1,0.707,129.539,4,0
2731,Could I Have This Kiss Forever,Whitney Houston & Enrique Iglesias,0.505,0.876,10,-6.107,0,0.443,93.841,4,1
675,Could It Be,Jaheim,0.655,0.553,9,-6.854,0,0.531,70.033,4,1
3359,Couldn't Last A Moment,Collin Raye,0.703,0.659,4,-7.395,1,0.665,96.735,4,1
5740,Count In Fives,The Horrors,0.253,0.915,7,-5.183,1,0.421,160.96,4,0
3477,Country Boy,Alan Jackson,0.73,0.684,9,-10.803,1,0.564,139.037,4,1
1542,Country Comes To Town,Toby Keith,0.697,0.928,9,-4.173,1,0.722,123.785,4,1
3129,Country Man,Luke Bryan,0.739,0.836,4,-4.433,1,0.858,120.001,4,1
1187,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,0.424,0.661,2,-5.547,1,0.384,111.762,4,1
3778,Courtin' In The Kitchen,Beatnik Turtle,0.356,0.839,7,-7.372,1,0.944,167.13,4,0
5402,Cowboy Casanova,Carrie Underwood,0.597,0.82,5,-2.529,1,0.576,119.969,4,1
2114,Cowboy Take Me Away,Dixie Chicks,0.467,0.622,6,-7.255,1,0.455,164.418,4,1
365,Cowboys Like Us,George Strait,0.462,0.549,0,-6.224,1,0.261,127.98,3,1
1235,Cowgirls Don't Cry,Brooks & Dunn Featuring Reba McEntire,0.656,0.668,9,-5.251,1,0.617,114.905,4,1
5490,Crack A Bottle,"Eminem, Dr. Dre & 50 Cent",0.516,0.874,9,-2.571,1,0.391,169.561,3,1
1963,Cracked Brain,Destruction,0.313,0.995,2,-3.373,1,0.709,198.017,4,0
1295,Crank That (Soulja Boy),Soulja Boy Tell'em,0.736,0.74,0,-2.18,1,0.803,140.141,4,1
2279,Crash,Gwen Stefani,0.785,0.929,9,-1.635,1,0.93,126.23,4,1
2425,Crash And Burn,Savage Garden,0.581,0.607,4,-8.458,1,0.213,102.03,4,1
3425,Crawl,Chris Brown,0.41,0.743,5,-6.356,0,0.417,176.048,4,1
2302,Crawl Back,Veil Of Maya,0.431,0.829,6,-6.059,1,0.29,117.52,4,0
2061,Crawling,Linkin Park,0.58,0.702,4,-5.565,1,0.299,105.076,4,1
1193,Crawling In The Dark,Hoobastank,0.57,0.915,6,-4.802,0,0.676,93.54,4,1
3601,Crawling Through Knives,In Flames,0.409,0.985,10,-3.756,0,0.0422,105.077,4,0
5686,Crazier,Taylor Swift,0.452,0.544,4,-5.423,1,0.158,133.042,3,1
974,Crazy,Gnarls Barkley,0.835,0.741,8,-1.609,1,0.612,111.963,4,1
2281,Crazy,Javier,0.678,0.783,7,-4.855,0,0.645,90.47,4,1
3886,Crazy,K-Ci & JoJo,0.677,0.647,0,-4.398,1,0.461,116.126,4,1
1312,Crazy Bitch,Buckcherry,0.661,0.978,1,-3.064,0,0.592,98.019,4,1
3652,Crazy For This Girl,Evan And Jaron,0.457,0.926,0,-5.461,1,0.41,93.964,4,1
1387,Crazy Night(Remaster Version),LOUDNESS,0.499,0.933,9,-5.064,0,0.704,136.921,4,0
4531,Creation Of Death,Shade Empire,0.288,0.979,5,-2.24,1,0.201,176.248,4,0
940,Creature Feature,Satan's Pilgrims,0.474,0.777,4,-6.946,1,0.448,133.13,4,0
4853,Creepy Crawler,Zombie Girl,0.606,0.967,5,-3.508,1,0.762,129.994,4,0
371,Creo,Esenia,0.207,0.777,10,-3.434,1,0.162,136.855,4,0
1297,Cripplegate (Standing On Glass),Wovenhand,0.625,0.471,0,-8.566,0,0.199,119.981,4,0
3083,Cristina,Tex Tex,0.682,0.908,5,-6.719,0,0.961,147.331,4,0
3822,Cross And Evil Woman Blues,Rev. Gary Davis,0.586,0.0976,4,-17.64,1,0.841,146.461,3,0
5714,Cross The Border,Philly's Most Wanted,0.684,0.839,8,-2.59,1,0.786,91.136,4,1
5679,"Crossings: The Ascent, String Quartet No. 4, Amazing Grace",Ben Johnston,0.15,0.35,7,-11.579,1,0.193,73.019,4,0
2507,Crowded,Jeannie Ortega Featuring Papoose,0.821,0.82,1,-1.562,1,0.564,94.05,4,1
5757,Crusaders,Harry Gregson-Williams,0.443,0.173,5,-21.11,0,0.0348,118.147,4,0
3439,Crusaders' Anthem,Dream Evil,0.377,0.856,0,-3.696,1,0.461,85.8,4,0
4399,Crush,Joan Red,0.247,0.844,1,-6.664,0,0.293,128.826,4,0
41,Crush,David Archuleta,0.57,0.664,0,-4.718,0,0.487,162.084,4,1
2674,Crush Tonight,Fat Joe Featuring Ginuwine,0.598,0.711,3,-5.373,0,0.87,91.627,4,1
5403,Cry,Faith Hill,0.512,0.645,8,-5.631,1,0.283,111.015,3,1
3855,Cry (Beach House Mix),Afterlife,0.653,0.918,11,-7.913,0,0.721,125.003,4,0
1111,Cry For You,September,0.776,0.878,9,-3.377,1,0.96,130.022,4,1
5765,Cry Me A River,Justin Timberlake,0.624,0.653,8,-6.582,0,0.565,73.884,4,1
3626,Crybaby,Mariah Carey Featuring Snoop Dogg,0.583,0.578,2,-5.183,0,0.624,79.088,4,1
2918,Cryin' For Me (Wayman's Song),Toby Keith,0.51,0.398,8,-7.685,0,0.261,156.08,4,1
1605,Crying Out For Me,Mario,0.509,0.72,1,-6.935,1,0.505,130.063,4,1
1587,Crystal Coral,Michel Redolfi,0.331,0.436,2,-29.511,1,0.0371,115.329,5,0
1942,Cu Cu Ru Cu Cu Paloma,Andre Toussaint,0.52,0.118,7,-14.491,1,0.469,116.674,3,0
3580,Cuddy Buddy,Mike Jones Featuring Trey Songz & Twista,0.463,0.79,6,-4.341,0,0.69,140.063,4,1
5143,Culo,Pitbull Featuring Lil Jon,0.858,0.656,6,-4.96,0,0.969,59.972,4,1
5831,Cupid Shuffle,Cupid,0.785,0.582,5,-4.877,0,0.861,71.774,4,1
1754,Cupid's Chokehold/Breakfast In America,Gym Class Heroes Featuring Patrick Stump,0.72,0.744,1,-6.938,0,0.619,78.953,4,1
5209,Curse The Gods,Destruction,0.295,0.991,2,-3.082,1,0.469,100.939,4,0
5673,Cursing Akhenaten,After The Burial,0.48,0.97,1,-4.21,1,0.0548,160.033,4,0
462,Customer,Raheem DeVaughn,0.635,0.518,1,-7.131,1,0.513,124.044,4,1
5145,Cut It Upwards,Kelpe,0.634,0.573,10,-9.819,1,0.126,113.999,4,0
4194,Cutsman,Horse The Band,0.283,0.913,9,-4.655,1,0.129,70.512,4,0
3799,Cyclone,Baby Bash Featuring T-Pain,0.644,0.725,11,-4.622,1,0.584,77.977,4,1
3100,Cyclops Rock,They Might Be Giants,0.432,0.859,0,-4.825,1,0.538,145.188,4,0
4117,D.A.N.C.E,Justice,0.613,0.962,6,-5.07,0,0.496,113.015,4,0
2190,D.M.V.,No Use For A Name,0.238,0.907,6,-8.226,0,0.759,171.207,4,0
1759,D.O.A. (Death Of Auto-Tune),JAY-Z,0.569,0.869,3,-5.432,0,0.492,86.62,4,1
4108,DDD,Runemagick,0.394,0.366,11,-15.222,0,0.18,159.884,4,0
388,DJ Play A Love Song,Jamie Foxx Featuring Twista,0.793,0.618,2,-8.664,1,0.31,119.984,4,1
5558,DOA,Foo Fighters,0.462,0.913,2,-4.298,1,0.72,145.522,4,1
2749,Da Primavalle al Torrino,Metal Carter,0.7,0.507,8,-9.037,0,0.671,82.863,4,0
16,Daddy Won't Sell The Farm,Montgomery Gentry,0.708,0.728,7,-7.039,1,0.704,119.881,4,1
5855,Daemonos,Daemonia Nymphe,0.416,0.704,1,-7.889,0,0.788,169.983,4,0
3007,Daft Punk Is Playing at My House - Soulwax Shibuya Mix,LCD Soundsystem,0.658,0.954,9,-5.376,1,0.486,132.029,3,0
35,Daft Punk Is Playing at My House - Soulwax Shibuya Mix,LCD Soundsystem,0.658,0.954,9,-5.376,1,0.486,132.029,3,0
5609,Dakota,Stereophonics,0.506,0.93,4,-3.499,1,0.305,146.994,4,0
4114,Damaged,Danity Kane,0.774,0.653,8,-5.158,0,0.818,120.01,4,1
2825,Damaged,TLC,0.677,0.92,2,-5.013,1,0.711,95.006,4,1
5712,Damn!,YoungBloodZ Featuring Lil Jon,0.772,0.724,6,-5.799,0,0.518,84.038,4,1
4576,Dance Like There's No Tomorrow,Paula Abdul & Randy Jackson,0.73,0.916,0,-6.201,1,0.898,117.962,4,1
497,Dance Till Dawn,Heartsrevolution,0.699,0.919,1,-4.419,1,0.451,112.025,4,0
3614,Dance Tonight,Lucy Pearl,0.787,0.425,10,-5.692,0,0.711,99.225,4,1
1940,Dance Tonight,Paul McCartney,0.531,0.891,5,-2.539,1,0.926,170.973,4,1
2218,Dance With Me,Debelah Morgan,0.85,0.674,7,-7.981,0,0.74,115.005,4,1
5189,Dance With Me,112,0.912,0.511,9,-6.365,1,0.611,101.628,4,1
4061,Dance With My Father,Luther Vandross,0.739,0.341,10,-9.971,1,0.231,80.958,4,1
1744,Dance With The Wolves,Angerfist,0.559,0.955,10,-6.885,0,0.464,172.918,4,0
5732,Dance im Olivehain,Phenomden,0.84,0.882,10,-5.397,0,0.941,159.95,4,0
3380,Dance of Death - 2015 Remaster,Iron Maiden,0.311,0.876,4,-5.115,0,0.296,124.584,4,0
642,Dance of Lust,Freakshow,0.452,0.983,2,1.137,0,0.556,148.829,4,0
5685,Dance with the Demon,Majesty,0.432,0.814,11,-6.062,0,0.231,84.978,4,0
4450,"Dance, Dance",Fall Out Boy,0.62,0.961,11,-3.198,0,0.449,114.448,4,1
1186,Dancefloor Hardcore,Promo,0.652,0.856,6,-2.749,0,0.0929,151.821,4,0
2409,Dancin',Guy,0.798,0.703,10,-4.05,0,0.792,101.015,4,1
4400,Dancin' Wizard,Sopwith Camel,0.437,0.0857,5,-20.233,1,0.38,114.149,4,0
4602,Danger,Erykah Badu,0.801,0.537,11,-10.595,1,0.433,89.064,4,1
1393,Danger (Been So Long),Mystikal Featuring Nivea,0.92,0.861,7,-5.435,1,0.718,97.969,4,1
3377,Dangerous,Kardinal Offishall Featuring Akon,0.949,0.79,8,-5.957,1,0.807,117.002,4,1
993,Dani California,Red Hot Chili Peppers,0.556,0.913,0,-2.36,1,0.73,96.184,4,1
3443,Daniel,Bat For Lashes,0.593,0.658,8,-8.393,0,0.422,135.053,4,0
5,Dantzig Station,State Of Art,0.726,0.837,11,-7.223,0,0.969,135.347,4,0
4106,Dare You To Move,Switchfoot,0.426,0.881,4,-4.526,1,0.259,139.986,4,1
1509,Dark Garden,Sephiroth,0.37,0.378,2,-14.505,1,0.0819,76.009,4,0
3481,Dark Horse,Converge,0.0935,0.989,0,-3.154,1,0.108,175.469,5,0
3625,Dark Sundae in Triplicane,Prasanna,0.525,0.55,4,-10.305,1,0.767,179.773,4,0
618,Darkness and Death,Watain,0.254,0.849,4,-3.255,1,0.0593,111.362,4,0
4304,Darling Angel,Rebel Souljahz,0.73,0.567,9,-5.669,1,0.861,137.956,4,0
5739,Das Tor,Faun,0.506,0.312,2,-21.761,1,0.0732,130.006,4,0
2037,Dashboard,Modest Mouse,0.639,0.903,11,-5.013,0,0.96,135.938,4,1
5517,Daughters,John Mayer,0.674,0.413,2,-7.816,1,0.503,124.895,3,1
2733,"Dawn - From ""Pride & Prejudice"" Soundtrack",Jean-Yves Thibaudet,0.331,0.0525,0,-24.1,1,0.097,78.853,3,0
4174,Day 'N' Nite,Kid Cudi,0.871,0.44,11,-6.25,0,0.799,137.996,4,1
815,Day of the Dead,XE-NONE,0.412,0.966,10,-0.366,1,0.454,79.971,4,0
2388,Days,FLOW,0.594,0.853,10,-3.361,0,0.914,126.095,4,0
214,Days Go By,Dirty Vegas,0.786,0.853,9,-8.274,0,0.309,126.99,4,1
2232,Days Go By,Keith Urban,0.589,0.892,2,-3.197,1,0.76,131.951,4,1
2112,Dead And Gone,T.I. Featuring Justin Timberlake,0.713,0.746,0,-4.99,1,0.47,135.021,4,1
3908,Dear Lie,TLC,0.548,0.444,0,-8.734,1,0.243,173.834,4,1
1932,"Dear Lucid, Our Time Is Right Now",Evans Blue,0.425,0.937,3,-4.718,1,0.395,186.036,4,0
4834,Death 'N' Roll,Southern Drinkstruction,0.197,0.991,9,-2.432,0,0.101,156.938,4,0
203,Death Defying Years,Half the World,0.454,0.911,2,-3.857,1,0.445,93.218,4,0
676,Death Metal,Vader,0.214,0.959,9,-4.791,1,0.298,126.606,4,0
5158,Death Metal Victory,Unleashed,0.469,0.991,1,-3.92,1,0.588,126.039,4,0
1253,Death Wish (Birmingham 6 Remix),Christian Death,0.472,0.987,9,-3.387,0,0.707,136.898,4,0
5003,Death by Blonde,DeVotchKa,0.411,0.803,4,-7.259,1,0.829,162.702,4,0
4720,Death of Cedric,Patrick Doyle,0.135,0.107,11,-23.095,0,0.0375,143.271,4,0
89,Deathmask Divine,The Black Dahlia Murder,0.471,0.993,1,-3.738,1,0.0672,113.996,4,0
1268,Decay Dance,XE-NONE,0.449,0.955,7,-0.296,1,0.308,89.979,4,0
408,"December, 1963 (Oh, What a Night) - 2006 Remaster",Frankie Valli & The Four Seasons,0.728,0.592,1,-9.518,1,0.965,104.407,4,0
5580,Deception,The Crüxshadows,0.626,0.683,0,-4.104,1,0.276,135.043,4,0
4855,Decimate the Weak,Winds of Plague,0.515,0.939,11,-3.326,0,0.396,120.044,3,0
5306,Deck The Halls,SHeDAISY,0.568,0.828,1,-7.123,0,0.407,118.836,4,1
1379,Decode,Paramore,0.277,0.949,10,-4.072,0,0.232,164.102,4,1
4985,Decreasing of Human Population,Lugubre,0.114,0.991,4,-3.443,0,0.0356,157.685,4,0
2809,Deep Circus,Solomun,0.809,0.488,3,-9.637,0,0.379,125.999,4,0
2967,Deep House Soul - JP and Jones Deep Remix,Vas Floyd,0.716,0.731,4,-8.73,0,0.256,125.019,4,0
3871,Deep Inside,Mary J. Blige,0.762,0.566,0,-6.749,1,0.666,129.28,4,1
1536,Deep Inside Of You,Third Eye Blind,0.502,0.591,7,-4.522,1,0.169,81.782,4,1
3623,Deep Water,Portishead,0.709,0.0741,6,-16.567,1,0.383,91.311,4,0
590,"Deep, Deep",Have A Nice Life,0.415,0.962,11,-2.781,0,0.241,135.059,4,0
3914,Deewangi Deewangi,Shaan,0.725,0.918,9,-4.875,1,0.927,107.975,4,0
4856,Defy You,The Offspring,0.491,0.841,11,-3.651,0,0.669,92.296,4,1
4801,Defying Gravity,Glee Cast,0.385,0.545,1,-6.0,1,0.546,152.525,4,1
3405,Dejame Verte,Allison,0.627,0.913,11,-3.262,1,0.725,138.052,4,0
3298,Dem Boyz,Boyz N Da Hood,0.782,0.63,1,-5.683,1,0.295,78.516,4,1
2819,Dem Jeans,Chingy Featuring Jermaine Dupri,0.86,0.903,7,-6.28,1,0.753,85.017,4,1
1875,Demonrape,Urgehal,0.151,0.994,11,-4.993,1,0.0951,150.008,4,0
1762,Den Sidste,Trio Mio,0.424,0.00333,7,-17.803,1,0.901,75.651,4,0
4402,Den blomstertid,Sofia Karlsson,0.358,0.0221,7,-23.869,1,0.546,65.851,4,0
1923,Deposition (Your Heads Will Roll),Destruction,0.504,0.982,2,-3.788,1,0.585,100.038,4,0
4568,Der Infanterist,Negator,0.241,0.924,8,-4.524,0,0.0632,172.114,4,0
3451,Descent into the Depths,Midnight Syndicate,0.0951,0.339,9,-16.066,0,0.189,88.308,4,0
4821,Desert Rose,Sting Featuring Cheb Mami,0.577,0.654,0,-7.9,0,0.13,111.993,4,1
1060,Desi Girl,Vishal-Shekhar,0.746,0.924,8,-6.057,1,0.807,136.051,4,0
1978,Despeinada,Los Teen Tops,0.546,0.66,11,-6.463,0,0.966,169.634,4,0
4203,Desperately,George Strait,0.665,0.386,4,-9.301,1,0.534,93.173,4,1
4819,Destroy,Hirax,0.434,0.75,7,-6.728,1,0.333,128.768,4,0
5089,Destructor,Slaughter Lord,0.177,0.963,9,-10.467,1,0.038,115.56,4,0
3038,Destrózame,INSITE,0.482,0.929,0,-5.595,1,0.317,97.543,4,0
5620,Det Bedragne Skind,Trio Mio,0.494,0.398,7,-7.239,1,0.874,129.112,5,0
